test_quarter,tau,domain,method,bin,lo,hi,n,mean_p,mean_y
2025Q2,6h,Politics,raw,1,0.11,0.21,43,0.15604651162790695,0.023255813953488372
2025Q2,6h,Politics,raw,2,0.21,0.28,44,0.24136363636363634,0.25
2025Q2,6h,Politics,raw,3,0.28,0.38,43,0.32372093023255816,0.3023255813953488
2025Q2,6h,Politics,raw,4,0.38,0.48,41,0.4202439024390244,0.4146341463414634
2025Q2,6h,Politics,raw,5,0.48,0.58,46,0.528695652173913,0.43478260869565216
2025Q2,6h,Politics,raw,6,0.58,0.6540000000000004,44,0.6218181818181819,0.5681818181818182
2025Q2,6h,Politics,raw,7,0.6540000000000004,0.74,40,0.69825,0.6
2025Q2,6h,Politics,raw,8,0.74,0.86,45,0.7926666666666667,0.8444444444444444
2025Q2,6h,Politics,raw,9,0.86,0.95,45,0.9051111111111112,0.9333333333333333
2025Q2,6h,Sports,raw,0,0.05,0.22,431,0.1275406032482599,0.13225058004640372
2025Q2,6h,Sports,raw,1,0.22,0.3140000000000009,435,0.2652413793103448,0.26436781609195403
2025Q2,6h,Sports,raw,2,0.3140000000000009,0.39,383,0.3527154046997389,0.35509138381201044
2025Q2,6h,Sports,raw,3,0.39,0.44,413,0.41113801452784504,0.37530266343825663
2025Q2,6h,Sports,raw,4,0.44,0.49,471,0.46046709129511676,0.46284501061571126
2025Q2,6h,Sports,raw,5,0.49,0.53,383,0.5046997389033943,0.4960835509138381
2025Q2,6h,Sports,raw,6,0.53,0.58,462,0.548961038961039,0.5216450216450217
2025Q2,6h,Sports,raw,7,0.58,0.63,441,0.5992063492063492,0.5895691609977324
2025Q2,6h,Sports,raw,8,0.63,0.72,446,0.667421524663677,0.647982062780269
2025Q2,6h,Sports,raw,9,0.72,0.95,463,0.8166306695464363,0.8056155507559395
2025Q2,6h,Politics,platt,0,0.05627724003852285,0.1166680735243375,42,0.07566468368758986,0.09523809523809523
2025Q2,6h,Politics,platt,1,0.1166680735243375,0.21231093127572112,43,0.1610324209605264,0.023255813953488372
2025Q2,6h,Politics,platt,2,0.21231093127572112,0.27754545355726973,44,0.2416040903773206,0.25
2025Q2,6h,Politics,platt,3,0.27754545355726973,0.36983093077002127,43,0.31793838469267316,0.3023255813953488
2025Q2,6h,Politics,platt,4,0.36983093077002127,0.46219489099117445,41,0.4069565465254317,0.4146341463414634
2025Q2,6h,Politics,platt,5,0.46219489099117445,0.5556910089678904,46,0.5075782768741194,0.43478260869565216
2025Q2,6h,Politics,platt,6,0.5556910089678904,0.626231797334162,44,0.5954398587245204,0.5681818181818182
2025Q2,6h,Politics,platt,7,0.626231797334162,0.7103963831052733,40,0.6692819620399666,0.6
2025Q2,6h,Politics,platt,8,0.7103963831052733,0.8339510235119382,45,0.7638977876084009,0.8444444444444444
2025Q2,6h,Politics,platt,9,0.8339510235119382,0.9349680754654484,45,0.8837300211213116,0.9333333333333333
2025Q2,6h,Sports,platt,0,0.05627724003852285,0.2216882682383246,431,0.13302506549341606,0.13225058004640372
2025Q2,6h,Sports,platt,1,0.2216882682383246,0.3089849004937535,435,0.26379866262235635,0.26436781609195403
2025Q2,6h,Sports,platt,2,0.3089849004937535,0.37904549110332914,383,0.3446865948100636,0.35509138381201044
2025Q2,6h,Sports,platt,3,0.37904549110332914,0.4251703811733111,413,0.3985355145017496,0.37530266343825663
2025Q2,6h,Sports,platt,4,0.4251703811733111,0.47147677212688366,471,0.44410568700240133,0.46284501061571126
2025Q2,6h,Sports,platt,5,0.47147677212688366,0.5087375985399832,383,0.4851517111723957,0.4960835509138381
2025Q2,6h,Sports,platt,6,0.5087375985399832,0.5556910089678904,462,0.5265068448547677,0.5216450216450217
2025Q2,6h,Sports,platt,7,0.5556910089678904,0.6031906918527291,441,0.5738877580696504,0.5895691609977324
2025Q2,6h,Sports,platt,8,0.6031906918527291,0.690564911201061,446,0.6392943268603988,0.647982062780269
2025Q2,6h,Sports,platt,9,0.690564911201061,0.9349680754654484,463,0.7900989950787805,0.8056155507559395
2025Q2,6h,Politics,venn_abers,0,0.05820610687022901,0.11158432708688246,31,0.06640012242090948,0.03225806451612903
2025Q2,6h,Politics,venn_abers,1,0.11158432708688246,0.22058823529411764,54,0.14927147156718204,0.07407407407407407
2025Q2,6h,Politics,venn_abers,2,0.22058823529411764,0.2584745762711864,39,0.23818630979909586,0.23076923076923078
2025Q2,6h,Politics,venn_abers,3,0.2584745762711864,0.33944954128440363,36,0.29001159571316193,0.2777777777777778
2025Q2,6h,Politics,venn_abers,4,0.33944954128440363,0.4765506807866869,53,0.38408982411426407,0.41509433962264153
2025Q2,6h,Politics,venn_abers,5,0.4765506807866869,0.5942622950819672,42,0.5057899875339269,0.42857142857142855
2025Q2,6h,Politics,venn_abers,6,0.5942622950819672,0.6075268817204301,21,0.594262295081967,0.6190476190476191
2025Q2,6h,Politics,venn_abers,7,0.6075268817204301,0.7248062015503876,60,0.6442114695340504,0.55
2025Q2,6h,Politics,venn_abers,8,0.7248062015503876,0.8250989383755262,52,0.7664676045009304,0.8269230769230769
2025Q2,6h,Politics,venn_abers,9,0.8250989383755262,0.915682967959528,45,0.875199965370329,0.9333333333333333
2025Q2,6h,Sports,venn_abers,0,0.05820610687022901,0.22058823529411764,404,0.12863058089978294,0.12871287128712872
2025Q2,6h,Sports,venn_abers,1,0.22058823529411764,0.3125,415,0.2459187305909493,0.26265060240963856
2025Q2,6h,Sports,venn_abers,2,0.3125,0.33944954128440363,187,0.31464858670741025,0.32620320855614976
2025Q2,6h,Sports,venn_abers,3,0.33944954128440363,0.41533546325878595,386,0.3504026739854341,0.36528497409326427
2025Q2,6h,Sports,venn_abers,4,0.41533546325878595,0.4765506807866869,642,0.42037344395492077,0.42834890965732086
2025Q2,6h,Sports,venn_abers,6,0.4765506807866869,0.5942622950819672,859,0.5005063196016319,0.5005820721769499
2025Q2,6h,Sports,venn_abers,7,0.5942622950819672,0.6075268817204301,445,0.5942622950819672,0.5752808988764045
2025Q2,6h,Sports,venn_abers,8,0.6075268817204301,0.6857142857142858,389,0.6226193437819609,0.6298200514138818
2025Q2,6h,Sports,venn_abers,9,0.6857142857142858,0.915682967959528,601,0.7685609787562131,0.7737104825291181
2025Q3,6h,Politics,raw,0,0.05,0.08600000000000001,46,0.06326086956521738,0.043478260869565216
2025Q3,6h,Politics,raw,1,0.08600000000000001,0.17,45,0.12355555555555557,0.022222222222222223
2025Q3,6h,Politics,raw,2,0.17,0.26,43,0.21162790697674422,0.06976744186046512
2025Q3,6h,Politics,raw,3,0.26,0.34,41,0.29536585365853657,0.17073170731707318
2025Q3,6h,Politics,raw,4,0.34,0.44,52,0.37730769230769234,0.23076923076923078
2025Q3,6h,Politics,raw,5,0.44,0.5660000000000002,47,0.49000000000000005,0.3829787234042553
2025Q3,6h,Politics,raw,6,0.5660000000000002,0.65,45,0.6055555555555556,0.4222222222222222
2025Q3,6h,Politics,raw,7,0.65,0.74,41,0.6834146341463414,0.5853658536585366
2025Q3,6h,Politics,raw,8,0.74,0.84,47,0.7825531914893618,0.8085106382978723
2025Q3,6h,Politics,raw,9,0.84,0.95,50,0.8914000000000002,0.86
2025Q3,6h,Sports,raw,0,0.05,0.16,1058,0.09632325141776937,0.08412098298676748
2025Q3,6h,Sports,raw,1,0.16,0.26,1162,0.207960413080895,0.2314974182444062
2025Q3,6h,Sports,raw,2,0.26,0.33,1077,0.2889136490250696,0.2999071494893222
2025Q3,6h,Sports,raw,3,0.33,0.4,1085,0.36205529953917054,0.3861751152073733
2025Q3,6h,Sports,raw,4,0.4,0.45,1057,0.4215042573320719,0.445600756859035
2025Q3,6h,Sports,raw,5,0.45,0.5,1248,0.4703125,0.4831730769230769
2025Q3,6h,Sports,raw,6,0.5,0.55,1166,0.5198885077186964,0.49056603773584906
2025Q3,6h,Sports,raw,7,0.55,0.61,1154,0.5726689774696708,0.5433275563258232
2025Q3,6h,Sports,raw,8,0.61,0.71,1189,0.6495626576955424,0.6282590412111018
2025Q3,6h,Sports,raw,9,0.71,0.95,1148,0.8034407665505227,0.7735191637630662
2025Q3,6h,Politics,platt,0,0.05749305792188282,0.09529918261737196,46,0.0715014692488301,0.043478260869565216
2025Q3,6h,Politics,platt,1,0.09529918261737196,0.17963149773106662,45,0.13331611504901952,0.022222222222222223
2025Q3,6h,Politics,platt,2,0.17963149773106662,0.2667315626769887,43,0.22010556598018433,0.06976744186046512
2025Q3,6h,Politics,platt,3,0.2667315626769887,0.34268673361593327,41,0.300385800089068,0.17073170731707318
2025Q3,6h,Politics,platt,4,0.34268673361593327,0.43676373690398845,52,0.37781989589504644,0.23076923076923078
2025Q3,6h,Politics,platt,5,0.43676373690398845,0.5553440427912611,47,0.4837577813130799,0.3829787234042553
2025Q3,6h,Politics,platt,6,0.5553440427912611,0.6352385821807378,45,0.59287758507931,0.4222222222222222
2025Q3,6h,Politics,platt,7,0.6352385821807378,0.7223816703484265,41,0.667446355393712,0.5853658536585366
2025Q3,6h,Politics,platt,8,0.7223816703484265,0.8223233319311953,47,0.7645614758327631,0.8085106382978723
2025Q3,6h,Politics,platt,9,0.8223233319311953,0.9394551897929965,50,0.8762807143485977,0.86
2025Q3,6h,Sports,platt,0,0.05749305792188282,0.1697879353785079,1058,0.10553236307108611,0.08412098298676748
2025Q3,6h,Sports,platt,1,0.1697879353785079,0.2667315626769887,1162,0.21652594638458816,0.2314974182444062
2025Q3,6h,Sports,platt,2,0.2667315626769887,0.33324023163351685,1077,0.29426551665487793,0.2999071494893222
2025Q3,6h,Sports,platt,3,0.33324023163351685,0.3991897390299562,1085,0.3634708971773942,0.3861751152073733
2025Q3,6h,Sports,platt,4,0.3991897390299562,0.4461539812313895,1057,0.41939182762242516,0.445600756859035
2025Q3,6h,Sports,platt,5,0.4461539812313895,0.49313009363994453,1248,0.46523252380220054,0.4831730769230769
2025Q3,6h,Sports,platt,6,0.49313009363994453,0.5402278246085436,1166,0.5118503073972783,0.49056603773584906
2025Q3,6h,Sports,platt,7,0.5402278246085436,0.597062180894957,1154,0.561666973614186,0.5433275563258232
2025Q3,6h,Sports,platt,8,0.597062180894957,0.6931045729189536,1189,0.6349022632341774,0.6282590412111018
2025Q3,6h,Sports,platt,9,0.6931045729189536,0.9394551897929965,1148,0.7865686060893579,0.7735191637630662
2025Q3,6h,Politics,venn_abers,0,0.05781391147244805,0.11326191577695137,46,0.07343763005674242,0.043478260869565216
2025Q3,6h,Politics,venn_abers,1,0.11326191577695137,0.1667844522968198,30,0.13117843063395387,0.03333333333333333
2025Q3,6h,Politics,venn_abers,2,0.1667844522968198,0.25691699604743085,50,0.19483804736750548,0.04
2025Q3,6h,Politics,venn_abers,3,0.25691699604743085,0.33286908077994426,39,0.2894071753314157,0.15384615384615385
2025Q3,6h,Politics,venn_abers,4,0.33286908077994426,0.46804220052627693,62,0.36355418550233326,0.22580645161290322
2025Q3,6h,Politics,venn_abers,5,0.46804220052627693,0.5830239902487674,45,0.47748678774176817,0.35555555555555557
2025Q3,6h,Politics,venn_abers,6,0.5830239902487674,0.595224797542586,36,0.5849939007612392,0.4166666666666667
2025Q3,6h,Politics,venn_abers,7,0.595224797542586,0.7530364372469637,48,0.6363494450505339,0.5625
2025Q3,6h,Politics,venn_abers,8,0.7530364372469637,0.8162917718917014,51,0.7752013797961279,0.803921568627451
2025Q3,6h,Politics,venn_abers,9,0.8162917718917014,0.9310774957430799,50,0.8793369487174472,0.86
2025Q3,6h,Sports,venn_abers,0,0.05781391147244805,0.1667844522968198,969,0.10733456011842246,0.0784313725490196
2025Q3,6h,Sports,venn_abers,1,0.1667844522968198,0.25691699604743085,1104,0.20230882854072982,0.223731884057971
2025Q3,6h,Sports,venn_abers,2,0.25691699604743085,0.33286908077994426,1081,0.2899940737561678,0.2895467160037003
2025Q3,6h,Sports,venn_abers,3,0.33286908077994426,0.4008559201141227,1228,0.3543278412123253,0.3778501628664495
2025Q3,6h,Sports,venn_abers,4,0.4008559201141227,0.46862996158770803,1057,0.417509473063966,0.445600756859035
2025Q3,6h,Sports,venn_abers,6,0.46862996158770803,0.5410628019323671,2414,0.4746597274205426,0.4867439933719967
2025Q3,6h,Sports,venn_abers,7,0.5410628019323671,0.5835906589930615,994,0.573487453748995,0.5311871227364185
2025Q3,6h,Sports,venn_abers,8,0.5835906589930615,0.669626998223801,1155,0.6074196945872659,0.6233766233766234
2025Q3,6h,Sports,venn_abers,9,0.669626998223801,0.9310774957430799,1342,0.7759213032738539,0.7555886736214605
2025Q2,1mo,Politics,raw,0,0.05,0.069,12,0.05250000000000001,0.08333333333333333
2025Q2,1mo,Politics,raw,1,0.069,0.08,9,0.07,0.0
2025Q2,1mo,Politics,raw,2,0.08,0.13,14,0.10214285714285716,0.0
2025Q2,1mo,Politics,raw,3,0.13,0.202,13,0.15692307692307692,0.3076923076923077
2025Q2,1mo,Politics,raw,4,0.202,0.275,12,0.2316666666666667,0.16666666666666666
2025Q2,1mo,Politics,raw,5,0.275,0.5,11,0.36727272727272725,0.45454545454545453
2025Q2,1mo,Politics,raw,6,0.5,0.71,12,0.5866666666666668,0.6666666666666666
2025Q2,1mo,Politics,raw,7,0.71,0.79,12,0.745,0.4166666666666667
2025Q2,1mo,Politics,raw,8,0.79,0.8610000000000001,13,0.8253846153846154,0.7692307692307693
2025Q2,1mo,Politics,raw,9,0.8610000000000001,0.95,12,0.9,1.0
2025Q2,1mo,Sports,raw,1,0.05,0.07,23,0.05260869565217393,0.043478260869565216
2025Q2,1mo,Sports,raw,2,0.07,0.09,10,0.073,0.0
2025Q2,1mo,Sports,raw,3,0.09,0.13,12,0.10416666666666669,0.25
2025Q2,1mo,Sports,raw,4,0.13,0.165,13,0.1423076923076923,0.23076923076923078
2025Q2,1mo,Sports,raw,5,0.165,0.2,11,0.1818181818181818,0.09090909090909091
2025Q2,1mo,Sports,raw,6,0.2,0.24500000000000013,12,0.21750000000000003,0.08333333333333333
2025Q2,1mo,Sports,raw,7,0.24500000000000013,0.33,10,0.29100000000000004,0.3
2025Q2,1mo,Sports,raw,8,0.33,0.725,13,0.47692307692307695,0.5384615384615384
2025Q2,1mo,Sports,raw,9,0.725,0.95,12,0.8541666666666669,1.0
2025Q2,1mo,Politics,platt,0,0.031960109218385505,0.04593772988398412,12,0.03377826800090556,0.08333333333333333
2025Q2,1mo,Politics,platt,1,0.04593772988398412,0.05429390150496277,9,0.04668272827681949,0.0
2025Q2,1mo,Politics,platt,2,0.05429390150496277,0.09440879818816722,14,0.07184162782612202,0.0
2025Q2,1mo,Politics,platt,3,0.09440879818816722,0.1571238052110141,13,0.11744737801754207,0.3076923076923077
2025Q2,1mo,Politics,platt,4,0.1571238052110141,0.22541260845147032,12,0.1844323831622268,0.16666666666666666
2025Q2,1mo,Politics,platt,5,0.22541260845147032,0.45853284250305965,11,0.31886488506747407,0.45454545454545453
2025Q2,1mo,Politics,platt,6,0.45853284250305965,0.6943192274273341,12,0.5551187574810212,0.6666666666666666
2025Q2,1mo,Politics,platt,7,0.6943192274273341,0.7847745587484566,12,0.7339982236857403,0.4166666666666667
2025Q2,1mo,Politics,platt,8,0.7847745587484566,0.8633272290668039,13,0.8241141266994064,0.7692307692307693
2025Q2,1mo,Politics,platt,9,0.8633272290668039,0.9559880308268557,12,0.9047523634990609,1.0
2025Q2,1mo,Sports,platt,1,0.031960109218385505,0.04668272827681949,23,0.03385731838275426,0.043478260869565216
2025Q2,1mo,Sports,platt,2,0.04668272827681949,0.062053873732336895,10,0.04896608024526248,0.0
2025Q2,1mo,Sports,platt,3,0.062053873732336895,0.09440879818816722,12,0.0733519469260101,0.25
2025Q2,1mo,Sports,platt,4,0.09440879818816722,0.12423935817498591,13,0.10480443936319948,0.23076923076923078
2025Q2,1mo,Sports,platt,5,0.12423935817498591,0.15527215732604807,11,0.13903280840147697,0.09090909090909091
2025Q2,1mo,Sports,platt,6,0.15527215732604807,0.19681000957501338,12,0.17127442517747912,0.08333333333333333
2025Q2,1mo,Sports,platt,7,0.19681000957501338,0.27956642296962236,10,0.2411380019450208,0.3
2025Q2,1mo,Sports,platt,8,0.27956642296962236,0.7113400803514989,13,0.43689172009658883,0.5384615384615384
2025Q2,1mo,Sports,platt,9,0.7113400803514989,0.9559880308268557,12,0.8543211810072662,1.0
2025Q2,1mo,Politics,venn_abers,0,0.013422818791946308,0.018348623853211007,9,0.013422818791946308,0.1111111111111111
2025Q2,1mo,Politics,venn_abers,1,0.018348623853211007,0.036036036036036036,12,0.018348623853211007,0.0
2025Q2,1mo,Politics,venn_abers,2,0.036036036036036036,0.11386189258312021,9,0.07258167994514582,0.0
2025Q2,1mo,Politics,venn_abers,3,0.11386189258312021,0.2328016489614715,18,0.12271471337791312,0.2222222222222222
2025Q2,1mo,Politics,venn_abers,5,0.27731092436974786,0.37012987012987014,18,0.28793443303247224,0.2222222222222222
2025Q2,1mo,Politics,venn_abers,6,0.37012987012987014,0.6524822695035462,14,0.42629473404010254,0.5714285714285714
2025Q2,1mo,Politics,venn_abers,7,0.6524822695035462,0.7826086956521741,11,0.652482269503546,0.7272727272727273
2025Q2,1mo,Politics,venn_abers,8,0.7826086956521741,0.8358362699918681,17,0.7884115282941823,0.5882352941176471
2025Q2,1mo,Politics,venn_abers,9,0.8358362699918681,0.9652777777777777,12,0.9406283101774872,1.0
2025Q2,1mo,Sports,venn_abers,1,0.013422818791946308,0.018348623853211007,17,0.013422818791946308,0.058823529411764705
2025Q2,1mo,Sports,venn_abers,2,0.018348623853211007,0.0784313725490196,16,0.0216650136374907,0.0
2025Q2,1mo,Sports,venn_abers,3,0.0784313725490196,0.11386189258312021,10,0.09935987928027423,0.3
2025Q2,1mo,Sports,venn_abers,4,0.11386189258312021,0.1234334093457473,15,0.11386189258312025,0.2
2025Q2,1mo,Sports,venn_abers,5,0.1234334093457473,0.19999999999999998,11,0.15080191207589533,0.09090909090909091
2025Q2,1mo,Sports,venn_abers,6,0.19999999999999998,0.27731092436974786,2,0.19999999999999998,0.0
2025Q2,1mo,Sports,venn_abers,7,0.27731092436974786,0.3111111111111111,14,0.27731092436974786,0.07142857142857142
2025Q2,1mo,Sports,venn_abers,8,0.3111111111111111,0.6524822695035462,16,0.3579041004939602,0.5625
2025Q2,1mo,Sports,venn_abers,9,0.6524822695035462,0.9652777777777777,15,0.817131302414716,0.8666666666666667
2025Q3,1mo,Politics,raw,0,0.05,0.11,10,0.081,0.0
2025Q3,1mo,Politics,raw,1,0.11,0.17,11,0.13,0.0
2025Q3,1mo,Politics,raw,2,0.17,0.23600000000000007,11,0.19272727272727275,0.45454545454545453
2025Q3,1mo,Politics,raw,3,0.23600000000000007,0.36400000000000005,11,0.28909090909090907,0.36363636363636365
2025Q3,1mo,Politics,raw,4,0.36400000000000005,0.54,10,0.422,0.3
2025Q3,1mo,Politics,raw,5,0.54,0.686,11,0.5927272727272727,0.8181818181818182
2025Q3,1mo,Politics,raw,6,0.686,0.792,11,0.7272727272727273,0.9090909090909091
2025Q3,1mo,Politics,raw,7,0.792,0.85,9,0.8133333333333334,0.8888888888888888
2025Q3,1mo,Politics,raw,8,0.85,0.9,11,0.870909090909091,1.0
2025Q3,1mo,Politics,raw,9,0.9,0.95,12,0.9266666666666666,1.0
2025Q3,1mo,Sports,raw,0,0.05,0.09,22,0.06772727272727275,0.0
2025Q3,1mo,Sports,raw,1,0.09,0.16600000000000004,26,0.12692307692307694,0.15384615384615385
2025Q3,1mo,Sports,raw,2,0.16600000000000004,0.26,22,0.2077272727272728,0.18181818181818182
2025Q3,1mo,Sports,raw,3,0.26,0.37200000000000005,26,0.31230769230769234,0.2692307692307692
2025Q3,1mo,Sports,raw,4,0.37200000000000005,0.46,23,0.41695652173913045,0.4782608695652174
2025Q3,1mo,Sports,raw,5,0.46,0.52,21,0.48714285714285716,0.47619047619047616
2025Q3,1mo,Sports,raw,6,0.52,0.6060000000000002,27,0.5607407407407408,0.5925925925925926
2025Q3,1mo,Sports,raw,7,0.6060000000000002,0.7340000000000001,24,0.66125,0.7083333333333334
2025Q3,1mo,Sports,raw,8,0.7340000000000001,0.82,21,0.7852380952380952,1.0
2025Q3,1mo,Sports,raw,9,0.82,0.95,27,0.8918518518518518,0.8518518518518519
2025Q3,1mo,Politics,platt,0,0.03481660659313667,0.08267894969360368,10,0.059235216133414315,0.0
2025Q3,1mo,Politics,platt,1,0.08267894969360368,0.13415907756931844,11,0.09959370779185063,0.0
2025Q3,1mo,Politics,platt,2,0.13415907756931844,0.1940681436434109,11,0.1545339481367827,0.45454545454545453
2025Q3,1mo,Politics,platt,3,0.1940681436434109,0.31812638953985134,11,0.24481475940218395,0.36363636363636365
2025Q3,1mo,Politics,platt,4,0.31812638953985134,0.5020411093943712,10,0.37776776275248675,0.3
2025Q3,1mo,Politics,platt,5,0.5020411093943712,0.6624983838936854,11,0.5595580475659817,0.8181818181818182
2025Q3,1mo,Politics,platt,6,0.6624983838936854,0.780801219158917,11,0.7085457913731524,0.9090909090909091
2025Q3,1mo,Politics,platt,7,0.780801219158917,0.8451183151369104,9,0.8045246972125341,0.8888888888888888
2025Q3,1mo,Politics,platt,8,0.8451183151369104,0.8996240962019315,11,0.8680197393078072,1.0
2025Q3,1mo,Politics,platt,9,0.8996240962019315,0.9523279857383894,12,0.9278833581998911,1.0
2025Q3,1mo,Sports,platt,0,0.03481660659313667,0.0662617883239054,22,0.04855248845670248,0.0
2025Q3,1mo,Sports,platt,1,0.0662617883239054,0.13064258351979047,26,0.09714146882718569,0.15384615384615385
2025Q3,1mo,Sports,platt,2,0.13064258351979047,0.21656414988503997,22,0.16820862233220085,0.18181818181818182
2025Q3,1mo,Sports,platt,3,0.21656414988503997,0.32618130707908755,26,0.26730383045664696,0.2692307692307692
2025Q3,1mo,Sports,platt,4,0.32618130707908755,0.41682443648474216,23,0.3721197742464462,0.4782608695652174
2025Q3,1mo,Sports,platt,5,0.41682443648474216,0.4805172713843265,21,0.4455161106256765,0.47619047619047616
2025Q3,1mo,Sports,platt,6,0.4805172713843265,0.5739525211580818,27,0.5246184159675172,0.5925925925925926
2025Q3,1mo,Sports,platt,7,0.5739525211580818,0.7160475768658744,24,0.6350886494216278,0.7083333333333334
2025Q3,1mo,Sports,platt,8,0.7160475768658744,0.8119456433773885,21,0.7732579345879025,1.0
2025Q3,1mo,Sports,platt,9,0.8119456433773885,0.9523279857383894,27,0.8901486285100632,0.8518518518518519
2025Q3,1mo,Politics,venn_abers,0,0.025846823561420217,0.12149532710280372,10,0.07141441605219989,0.0
2025Q3,1mo,Politics,venn_abers,1,0.12149532710280372,0.1515151515151515,11,0.12277418250553725,0.0
2025Q3,1mo,Politics,venn_abers,2,0.1515151515151515,0.23636363636363636,8,0.15646700873379732,0.25
2025Q3,1mo,Politics,venn_abers,3,0.23636363636363636,0.34842765663420555,14,0.26848008587748906,0.5
2025Q3,1mo,Politics,venn_abers,4,0.34842765663420555,0.4585561497326203,10,0.383861208257344,0.3
2025Q3,1mo,Politics,venn_abers,5,0.4585561497326203,0.6436667329488963,10,0.48242696248633476,0.8
2025Q3,1mo,Politics,venn_abers,6,0.6436667329488963,0.7625,10,0.6436667329488962,0.9
2025Q3,1mo,Politics,venn_abers,7,0.7625,0.7999999999999999,11,0.7686640444539031,0.9090909090909091
2025Q3,1mo,Politics,venn_abers,8,0.7999999999999999,0.95625,11,0.8616608294429305,1.0
2025Q3,1mo,Politics,venn_abers,9,0.95625,0.9645390070921986,12,0.9627949751407474,1.0
2025Q3,1mo,Sports,venn_abers,0,0.025846823561420217,0.0909090909090909,22,0.029604060715157764,0.0
2025Q3,1mo,Sports,venn_abers,1,0.0909090909090909,0.14497000461467469,26,0.11961769945177747,0.15384615384615385
2025Q3,1mo,Sports,venn_abers,2,0.14497000461467469,0.23636363636363636,11,0.1561415518704636,0.36363636363636365
2025Q3,1mo,Sports,venn_abers,3,0.23636363636363636,0.3497775425364784,37,0.27736982423686013,0.1891891891891892
2025Q3,1mo,Sports,venn_abers,4,0.3497775425364784,0.43333333333333335,18,0.3539632679922417,0.5555555555555556
2025Q3,1mo,Sports,venn_abers,5,0.43333333333333335,0.4585561497326203,26,0.43333333333333335,0.4230769230769231
2025Q3,1mo,Sports,venn_abers,6,0.4585561497326203,0.47058823529411764,18,0.45911981050928724,0.5555555555555556
2025Q3,1mo,Sports,venn_abers,7,0.47058823529411764,0.6436667329488963,25,0.5471335677212561,0.64
2025Q3,1mo,Sports,venn_abers,8,0.6436667329488963,0.7729149463253508,29,0.7253765018343591,0.9655172413793104
2025Q3,1mo,Sports,venn_abers,9,0.7729149463253508,0.9645390070921986,27,0.8952104748961784,0.8518518518518519
