tau,domain,fit_scope,method,metric,value,raw_value,delta_vs_raw,n_test,n_quarters
24h,ALL,pooled,raw,log_loss,0.5056766404185392,0.5056766404185392,0.0,38346.0,14.0
24h,ALL,pooled,platt,log_loss,0.505953815138514,0.5056766404185392,0.00027717471997479315,38346.0,14.0
24h,ALL,pooled,isotonic,log_loss,0.5091733827127131,0.5056766404185392,0.003496742294173849,38346.0,14.0
24h,ALL,pooled,binning10,log_loss,0.5131730052525167,0.5056766404185392,0.007496364833977531,38346.0,14.0
24h,ALL,pooled,venn_abers,log_loss,0.5073744264850685,0.5056766404185392,0.001697786066529261,38346.0,14.0
24h,Crypto,pooled,raw,brier,0.18808939226519333,0.18808939226519333,0.0,1810.0,7.0
24h,Crypto,pooled,platt,brier,0.18904357134868974,0.18808939226519333,0.0009541790834964037,1810.0,7.0
24h,Crypto,pooled,isotonic,brier,0.18908871707598274,0.18808939226519333,0.0009993248107894037,1810.0,7.0
24h,Crypto,pooled,binning10,brier,0.1935705019518548,0.18808939226519333,0.005481109686661462,1810.0,7.0
24h,Crypto,pooled,venn_abers,brier,0.18920092253596119,0.18808939226519333,0.001111530270767852,1810.0,7.0
24h,Crypto,pooled,raw,ece,0.0713266998341625,0.0713266998341625,0.0,1809.0,6.0
24h,Crypto,pooled,platt,ece,0.07510578458836492,0.0713266998341625,0.0037790847542024247,1809.0,6.0
24h,Crypto,pooled,isotonic,ece,0.07543586614559628,0.0713266998341625,0.004109166311433779,1809.0,6.0
24h,Crypto,pooled,binning10,ece,0.07921721179236617,0.0713266998341625,0.007890511958203672,1809.0,6.0
24h,Crypto,pooled,venn_abers,ece,0.07526038054429476,0.0713266998341625,0.003933680710132267,1809.0,6.0
24h,Crypto,pooled,raw,log_loss,0.5620312610954213,0.5620312610954213,0.0,1810.0,7.0
24h,Crypto,pooled,platt,log_loss,0.5653301342009363,0.5620312610954213,0.00329887310551491,1810.0,7.0
24h,Crypto,pooled,isotonic,log_loss,0.565556534341261,0.5620312610954213,0.003525273245839622,1810.0,7.0
24h,Crypto,pooled,binning10,log_loss,0.5792410082659237,0.5620312610954213,0.017209747170502387,1810.0,7.0
24h,Crypto,pooled,venn_abers,log_loss,0.5657764551006434,0.5620312610954213,0.0037451940052221078,1810.0,7.0
24h,Entertainment,pooled,raw,brier,0.1458505877231171,0.1458505877231171,0.0,2297.0,12.0
24h,Entertainment,pooled,platt,brier,0.1457891096352988,0.1458505877231171,-6.147808781828412e-05,2297.0,12.0
24h,Entertainment,pooled,isotonic,brier,0.14638854617417527,0.1458505877231171,0.0005379584510581681,2297.0,12.0
24h,Entertainment,pooled,binning10,brier,0.150379589865875,0.1458505877231171,0.004529002142757893,2297.0,12.0
24h,Entertainment,pooled,venn_abers,brier,0.14622627629532722,0.1458505877231171,0.0003756885722101255,2297.0,12.0
24h,Entertainment,pooled,raw,ece,0.05771729587357328,0.05771729587357328,0.0,2278.0,9.0
24h,Entertainment,pooled,platt,ece,0.05673437389797113,0.05771729587357328,-0.0009829219756021454,2278.0,9.0
24h,Entertainment,pooled,isotonic,ece,0.054426098956586066,0.05771729587357328,-0.0032911969169872116,2278.0,9.0
24h,Entertainment,pooled,binning10,ece,0.04828980393860398,0.05771729587357328,-0.0094274919349693,2278.0,9.0
24h,Entertainment,pooled,venn_abers,ece,0.05587365940519543,0.05771729587357328,-0.0018436364683778461,2278.0,9.0
24h,Entertainment,pooled,raw,log_loss,0.45494882372724704,0.45494882372724704,0.0,2297.0,12.0
24h,Entertainment,pooled,platt,log_loss,0.4549419004386741,0.45494882372724704,-6.923288572935338e-06,2297.0,12.0
24h,Entertainment,pooled,isotonic,log_loss,0.46244724772566875,0.45494882372724704,0.0074984239984217105,2297.0,12.0
24h,Entertainment,pooled,binning10,log_loss,0.4682783970589175,0.45494882372724704,0.013329573331670452,2297.0,12.0
24h,Entertainment,pooled,venn_abers,log_loss,0.4570936050104469,0.45494882372724704,0.002144781283199837,2297.0,12.0
24h,Finance,pooled,raw,brier,0.13959288148428625,0.13959288148428625,0.0,5282.0,14.0
24h,Finance,pooled,platt,brier,0.140065390583733,0.13959288148428625,0.00047250909944673847,5282.0,14.0
24h,Finance,pooled,isotonic,brier,0.14064769992298215,0.13959288148428625,0.001054818438695898,5282.0,14.0
24h,Finance,pooled,binning10,brier,0.143101887557777,0.13959288148428625,0.0035090060734907502,5282.0,14.0
24h,Finance,pooled,venn_abers,brier,0.14054876059114807,0.13959288148428625,0.0009558791068618178,5282.0,14.0
24h,Finance,pooled,raw,ece,0.047016281711472874,0.047016281711472874,0.0,5282.0,14.0
24h,Finance,pooled,platt,ece,0.049039678061254,0.047016281711472874,0.0020233963497811244,5282.0,14.0
24h,Finance,pooled,isotonic,ece,0.047597925461096785,0.047016281711472874,0.0005816437496239113,5282.0,14.0
24h,Finance,pooled,binning10,ece,0.04576491229599999,0.047016281711472874,-0.0012513694154728805,5282.0,14.0
24h,Finance,pooled,venn_abers,ece,0.04692599111585258,0.047016281711472874,-9.029059562029595e-05,5282.0,14.0
24h,Finance,pooled,raw,log_loss,0.4442828025889703,0.4442828025889703,0.0,5282.0,14.0
24h,Finance,pooled,platt,log_loss,0.44562541484892354,0.4442828025889703,0.0013426122599532464,5282.0,14.0
24h,Finance,pooled,isotonic,log_loss,0.45644129892371127,0.4442828025889703,0.012158496334740976,5282.0,14.0
24h,Finance,pooled,binning10,log_loss,0.45710402952004786,0.4442828025889703,0.012821226931077567,5282.0,14.0
24h,Finance,pooled,venn_abers,log_loss,0.44790081213433064,0.4442828025889703,0.0036180095453603456,5282.0,14.0
24h,Politics,pooled,raw,brier,0.16795546147332766,0.16795546147332766,0.0,1181.0,12.0
24h,Politics,pooled,platt,brier,0.16797692763856872,0.16795546147332766,2.146616524106859e-05,1181.0,12.0
24h,Politics,pooled,isotonic,brier,0.16867581170218046,0.16795546147332766,0.0007203502288528063,1181.0,12.0
24h,Politics,pooled,binning10,brier,0.17205270520534185,0.16795546147332766,0.0040972437320142,1181.0,12.0
24h,Politics,pooled,venn_abers,brier,0.16863980683731736,0.16795546147332766,0.0006843453639897024,1181.0,12.0
24h,Politics,pooled,raw,ece,0.05866134751773047,0.05866134751773047,0.0,1128.0,4.0
24h,Politics,pooled,platt,ece,0.05958154267086787,0.05866134751773047,0.0009201951531373972,1128.0,4.0
24h,Politics,pooled,isotonic,ece,0.06500948191207422,0.05866134751773047,0.0063481343943437435,1128.0,4.0
24h,Politics,pooled,binning10,ece,0.059668302688659636,0.05866134751773047,0.0010069551709291635,1128.0,4.0
24h,Politics,pooled,venn_abers,ece,0.06747693008864772,0.05866134751773047,0.008815582570917246,1128.0,4.0
24h,Politics,pooled,raw,log_loss,0.5050177615719633,0.5050177615719633,0.0,1181.0,12.0
24h,Politics,pooled,platt,log_loss,0.5049171064928719,0.5050177615719633,-0.00010065507909140514,1181.0,12.0
24h,Politics,pooled,isotonic,log_loss,0.5075627872018714,0.5050177615719633,0.002545025629908104,1181.0,12.0
24h,Politics,pooled,binning10,log_loss,0.5186605036613231,0.5050177615719633,0.013642742089359783,1181.0,12.0
24h,Politics,pooled,venn_abers,log_loss,0.50726944788342,0.5050177615719633,0.0022516863114566688,1181.0,12.0
24h,Sports,pooled,raw,brier,0.19111743517540766,0.19111743517540766,0.0,8523.0,7.0
24h,Sports,pooled,platt,brier,0.19098663263745874,0.19111743517540766,-0.00013080253794892083,8523.0,7.0
24h,Sports,pooled,isotonic,brier,0.1914523511045444,0.19111743517540766,0.00033491592913673096,8523.0,7.0
24h,Sports,pooled,binning10,brier,0.1934175716892497,0.19111743517540766,0.0023001365138420327,8523.0,7.0
24h,Sports,pooled,venn_abers,brier,0.19144746322453465,0.19111743517540766,0.00033002804912699024,8523.0,7.0
24h,Sports,pooled,raw,ece,0.0225061713882684,0.0225061713882684,0.0,8507.0,4.0
24h,Sports,pooled,platt,ece,0.019720045130552078,0.0225061713882684,-0.0027861262577163204,8507.0,4.0
24h,Sports,pooled,isotonic,ece,0.01852270626950697,0.0225061713882684,-0.00398346511876143,8507.0,4.0
24h,Sports,pooled,binning10,ece,0.025189667085482446,0.0225061713882684,0.002683495697214048,8507.0,4.0
24h,Sports,pooled,venn_abers,ece,0.018729799207191908,0.0225061713882684,-0.0037763721810764907,8507.0,4.0
24h,Sports,pooled,raw,log_loss,0.5608356259185792,0.5608356259185792,0.0,8523.0,7.0
24h,Sports,pooled,platt,log_loss,0.5604670338806441,0.5608356259185792,-0.0003685920379350449,8523.0,7.0
24h,Sports,pooled,isotonic,log_loss,0.5615974832747076,0.5608356259185792,0.000761857356128437,8523.0,7.0
24h,Sports,pooled,binning10,log_loss,0.5672316626548161,0.5608356259185792,0.006396036736236899,8523.0,7.0
24h,Sports,pooled,venn_abers,log_loss,0.561639483852269,0.5608356259185792,0.0008038579336898666,8523.0,7.0
24h,Weather,pooled,raw,brier,0.16451986183971326,0.16451986183971326,0.0,19253.0,14.0
24h,Weather,pooled,platt,brier,0.1646018229267883,0.16451986183971326,8.196108707503313e-05,19253.0,14.0
24h,Weather,pooled,isotonic,brier,0.16502236684217644,0.16451986183971326,0.0005025050024631827,19253.0,14.0
24h,Weather,pooled,binning10,brier,0.16648284390006104,0.16451986183971326,0.0019629820603477843,19253.0,14.0
24h,Weather,pooled,venn_abers,brier,0.16502233813772027,0.16451986183971326,0.0005024762980070097,19253.0,14.0
24h,Weather,pooled,raw,ece,0.031140601464706767,0.031140601464706767,0.0,19253.0,14.0
24h,Weather,pooled,platt,ece,0.030905407369483412,0.031140601464706767,-0.00023519409522335458,19253.0,14.0
24h,Weather,pooled,isotonic,ece,0.02636135375416983,0.031140601464706767,-0.004779247710536935,19253.0,14.0
24h,Weather,pooled,binning10,ece,0.028399483469221186,0.031140601464706767,-0.0027411179954855806,19253.0,14.0
24h,Weather,pooled,venn_abers,ece,0.027413265506912674,0.031140601464706767,-0.0037273359577940923,19253.0,14.0
24h,Weather,pooled,raw,log_loss,0.4988964132036371,0.4988964132036371,0.0,19253.0,14.0
24h,Weather,pooled,platt,log_loss,0.4989401565119879,0.4988964132036371,4.3743308350829846e-05,19253.0,14.0
24h,Weather,pooled,isotonic,log_loss,0.5008057931630066,0.4988964132036371,0.0019093799593694616,19253.0,14.0
24h,Weather,pooled,binning10,log_loss,0.503432886139897,0.4988964132036371,0.0045364729362599165,19253.0,14.0
24h,Weather,pooled,venn_abers,log_loss,0.5001833342875673,0.4988964132036371,0.001286921083930248,19253.0,14.0
6h,ALL,per_domain,raw,brier,0.17568195519174606,0.17568195519174606,0.0,46911.0,13.0
6h,ALL,per_domain,platt,brier,0.1764648921984728,0.17568195519174606,0.0007829370067267416,46911.0,13.0
6h,ALL,per_domain,isotonic,brier,0.17739866830057274,0.17568195519174606,0.0017167131088266785,46911.0,13.0
6h,ALL,per_domain,binning10,brier,0.17850712285800266,0.17568195519174606,0.002825167666256595,46911.0,13.0
6h,ALL,per_domain,venn_abers,brier,0.1770708523489255,0.17568195519174606,0.0013888971571794362,46911.0,13.0
6h,ALL,per_domain,raw,ece,0.021332736458399892,0.021332736458399892,0.0,46911.0,13.0
6h,ALL,per_domain,platt,ece,0.028327213459162916,0.021332736458399892,0.006994477000763024,46911.0,13.0
6h,ALL,per_domain,isotonic,ece,0.029834056085056126,0.021332736458399892,0.008501319626656234,46911.0,13.0
6h,ALL,per_domain,binning10,ece,0.032913444459983704,0.021332736458399892,0.011580708001583812,46911.0,13.0
6h,ALL,per_domain,venn_abers,ece,0.028155645923165638,0.021332736458399892,0.006822909464765745,46911.0,13.0
6h,ALL,per_domain,raw,log_loss,0.5263077279539051,0.5263077279539051,0.0,46911.0,13.0
6h,ALL,per_domain,platt,log_loss,0.5292038218796205,0.5263077279539051,0.002896093925715326,46911.0,13.0
6h,ALL,per_domain,isotonic,log_loss,0.5420073313493027,0.5263077279539051,0.015699603395397554,46911.0,13.0
6h,ALL,per_domain,binning10,log_loss,0.5437119729988875,0.5263077279539051,0.01740424504498239,46911.0,13.0
6h,ALL,per_domain,venn_abers,log_loss,0.5306223867528368,0.5263077279539051,0.00431465879893167,46911.0,13.0
6h,Crypto,per_domain,raw,brier,0.16458891980162088,0.16458891980162088,0.0,8267.0,5.0
6h,Crypto,per_domain,platt,brier,0.16646348375163456,0.16458891980162088,0.0018745639500136746,8267.0,5.0
6h,Crypto,per_domain,isotonic,brier,0.16772906342985108,0.16458891980162088,0.003140143628230202,8267.0,5.0
6h,Crypto,per_domain,binning10,brier,0.16838554843342568,0.16458891980162088,0.0037966286318047993,8267.0,5.0
6h,Crypto,per_domain,venn_abers,brier,0.16763532929408298,0.16458891980162088,0.003046409492462099,8267.0,5.0
6h,Crypto,per_domain,raw,ece,0.03645820733034953,0.03645820733034953,0.0,8267.0,5.0
6h,Crypto,per_domain,platt,ece,0.0527270833750951,0.03645820733034953,0.01626887604474557,8267.0,5.0
6h,Crypto,per_domain,isotonic,ece,0.053371751095043454,0.03645820733034953,0.016913543764693922,8267.0,5.0
6h,Crypto,per_domain,binning10,ece,0.05864956733043921,0.03645820733034953,0.02219136000008968,8267.0,5.0
6h,Crypto,per_domain,venn_abers,ece,0.053544003755664565,0.03645820733034953,0.017085796425315034,8267.0,5.0
6h,Crypto,per_domain,raw,log_loss,0.5047622515955016,0.5047622515955016,0.0,8267.0,5.0
6h,Crypto,per_domain,platt,log_loss,0.5106670221954819,0.5047622515955016,0.005904770599980291,8267.0,5.0
6h,Crypto,per_domain,isotonic,log_loss,0.5216470525041971,0.5047622515955016,0.016884800908695485,8267.0,5.0
6h,Crypto,per_domain,binning10,log_loss,0.5165572195235211,0.5047622515955016,0.011794967928019484,8267.0,5.0
6h,Crypto,per_domain,venn_abers,log_loss,0.5137513472326386,0.5047622515955016,0.008989095637137012,8267.0,5.0
6h,Entertainment,per_domain,raw,brier,0.1270586557059961,0.1270586557059961,0.0,2068.0,6.0
6h,Entertainment,per_domain,platt,brier,0.1260610279910819,0.1270586557059961,-0.0009976277149141843,2068.0,6.0
6h,Entertainment,per_domain,isotonic,brier,0.12830147315904755,0.1270586557059961,0.0012428174530514646,2068.0,6.0
6h,Entertainment,per_domain,binning10,brier,0.13265263662285093,0.1270586557059961,0.0055939809168548404,2068.0,6.0
6h,Entertainment,per_domain,venn_abers,brier,0.12752792675905048,0.1270586557059961,0.00046927105305438754,2068.0,6.0
6h,Entertainment,per_domain,raw,ece,0.05473404255319144,0.05473404255319144,0.0,2068.0,6.0
6h,Entertainment,per_domain,platt,ece,0.049775689016661996,0.05473404255319144,-0.0049583535365294445,2068.0,6.0
6h,Entertainment,per_domain,isotonic,ece,0.05551446175229593,0.05473404255319144,0.0007804191991044873,2068.0,6.0
6h,Entertainment,per_domain,binning10,ece,0.059952413164683485,0.05473404255319144,0.0052183706114920445,2068.0,6.0
6h,Entertainment,per_domain,venn_abers,ece,0.049688357043322626,0.05473404255319144,-0.005045685509868815,2068.0,6.0
6h,Entertainment,per_domain,raw,log_loss,0.40688057249669257,0.40688057249669257,0.0,2068.0,6.0
6h,Entertainment,per_domain,platt,log_loss,0.4124322918105993,0.40688057249669257,0.0055517193139067444,2068.0,6.0
6h,Entertainment,per_domain,isotonic,log_loss,0.44706581366135273,0.40688057249669257,0.04018524116466016,2068.0,6.0
6h,Entertainment,per_domain,binning10,log_loss,0.5954532455305372,0.40688057249669257,0.18857267303384467,2068.0,6.0
6h,Entertainment,per_domain,venn_abers,log_loss,0.4144023586458935,0.40688057249669257,0.007521786149200904,2068.0,6.0
6h,Finance,per_domain,raw,brier,0.16437216567441265,0.16437216567441265,0.0,15621.0,13.0
6h,Finance,per_domain,platt,brier,0.16436677780235356,0.16437216567441265,-5.387872059087195e-06,15621.0,13.0
6h,Finance,per_domain,isotonic,brier,0.16508044849482068,0.16437216567441265,0.0007082828204080238,15621.0,13.0
6h,Finance,per_domain,binning10,brier,0.16660621579636556,0.16437216567441265,0.0022340501219529074,15621.0,13.0
6h,Finance,per_domain,venn_abers,brier,0.16501854632695356,0.16437216567441265,0.0006463806525409121,15621.0,13.0
6h,Finance,per_domain,raw,ece,0.03833557390692013,0.03833557390692013,0.0,15621.0,13.0
6h,Finance,per_domain,platt,ece,0.03766695517083899,0.03833557390692013,-0.0006686187360811363,15621.0,13.0
6h,Finance,per_domain,isotonic,ece,0.03755778005535824,0.03833557390692013,-0.0007777938515618893,15621.0,13.0
6h,Finance,per_domain,binning10,ece,0.04081606609184014,0.03833557390692013,0.0024804921849200107,15621.0,13.0
6h,Finance,per_domain,venn_abers,ece,0.0385296680169118,0.03833557390692013,0.0001940941099916743,15621.0,13.0
6h,Finance,per_domain,raw,log_loss,0.5030375744500792,0.5030375744500792,0.0,15621.0,13.0
6h,Finance,per_domain,platt,log_loss,0.5027325595713155,0.5030375744500792,-0.0003050148787637763,15621.0,13.0
6h,Finance,per_domain,isotonic,log_loss,0.5079891251133115,0.5030375744500792,0.004951550663232274,15621.0,13.0
6h,Finance,per_domain,binning10,log_loss,0.5086991296213484,0.5030375744500792,0.005661555171269206,15621.0,13.0
6h,Finance,per_domain,venn_abers,log_loss,0.5049029380791294,0.5030375744500792,0.0018653636290502096,15621.0,13.0
6h,Politics,per_domain,raw,brier,0.1628265168539325,0.1628265168539325,0.0,890.0,2.0
6h,Politics,per_domain,platt,brier,0.1602017863186888,0.1628265168539325,-0.0026247305352437023,890.0,2.0
6h,Politics,per_domain,isotonic,brier,0.1627897457254937,0.1628265168539325,-3.6771128438806144e-05,890.0,2.0
6h,Politics,per_domain,binning10,brier,0.1638449662263149,0.1628265168539325,0.0010184493723823795,890.0,2.0
6h,Politics,per_domain,venn_abers,brier,0.16316152042485257,0.1628265168539325,0.0003350035709200616,890.0,2.0
6h,Politics,per_domain,raw,ece,0.07521348314606739,0.07521348314606739,0.0,890.0,2.0
6h,Politics,per_domain,platt,ece,0.0637526052448908,0.07521348314606739,-0.011460877901176586,890.0,2.0
6h,Politics,per_domain,isotonic,ece,0.07363118184409174,0.07521348314606739,-0.0015823013019756471,890.0,2.0
6h,Politics,per_domain,binning10,ece,0.0771681923267804,0.07521348314606739,0.001954709180713013,890.0,2.0
6h,Politics,per_domain,venn_abers,ece,0.07739148635889433,0.07521348314606739,0.0021780032128269344,890.0,2.0
6h,Politics,per_domain,raw,log_loss,0.4925409283467672,0.4925409283467672,0.0,890.0,2.0
6h,Politics,per_domain,platt,log_loss,0.485560936751002,0.4925409283467672,-0.006979991595765234,890.0,2.0
6h,Politics,per_domain,isotonic,log_loss,0.5407154224585756,0.4925409283467672,0.04817449411180841,890.0,2.0
6h,Politics,per_domain,binning10,log_loss,0.5045482327205234,0.4925409283467672,0.012007304373756189,890.0,2.0
6h,Politics,per_domain,venn_abers,log_loss,0.4944616688194027,0.4925409283467672,0.0019207404726354627,890.0,2.0
6h,Sports,per_domain,raw,brier,0.21203509443593666,0.21203509443593666,0.0,15672.0,2.0
6h,Sports,per_domain,platt,brier,0.21378436116492136,0.21203509443593666,0.0017492667289847053,15672.0,2.0
6h,Sports,per_domain,isotonic,brier,0.21415980119297473,0.21203509443593666,0.002124706757038075,15672.0,2.0
6h,Sports,per_domain,binning10,brier,0.21487226649009641,0.21203509443593666,0.002837172054159759,15672.0,2.0
6h,Sports,per_domain,venn_abers,brier,0.2134186743237384,0.21203509443593666,0.0013835798878017447,15672.0,2.0
6h,Sports,per_domain,raw,ece,0.01918708524757528,0.01918708524757528,0.0,15672.0,2.0
6h,Sports,per_domain,platt,ece,0.036268120975612536,0.01918708524757528,0.017081035728037257,15672.0,2.0
6h,Sports,per_domain,isotonic,ece,0.032496646750920996,0.01918708524757528,0.013309561503345717,15672.0,2.0
6h,Sports,per_domain,binning10,ece,0.035915042447465885,0.01918708524757528,0.016727957199890606,15672.0,2.0
6h,Sports,per_domain,venn_abers,ece,0.027523374096793642,0.01918708524757528,0.008336288849218363,15672.0,2.0
6h,Sports,per_domain,raw,log_loss,0.6093710666549693,0.6093710666549693,0.0,15672.0,2.0
6h,Sports,per_domain,platt,log_loss,0.6152006045651112,0.6093710666549693,0.0058295379101418465,15672.0,2.0
6h,Sports,per_domain,isotonic,log_loss,0.6322544215018224,0.6093710666549693,0.02288335484685311,15672.0,2.0
6h,Sports,per_domain,binning10,log_loss,0.6220445890131514,0.6093710666549693,0.012673522358182088,15672.0,2.0
6h,Sports,per_domain,venn_abers,log_loss,0.6137080226353983,0.6093710666549693,0.004336955980428936,15672.0,2.0
6h,Weather,per_domain,raw,brier,0.13257798770771678,0.13257798770771678,0.0,4393.0,13.0
6h,Weather,per_domain,platt,brier,0.13219103068777452,0.13257798770771678,-0.0003869570199422634,4393.0,13.0
6h,Weather,per_domain,isotonic,brier,0.1343246871957881,0.13257798770771678,0.0017466994880713238,4393.0,13.0
6h,Weather,per_domain,binning10,brier,0.13469674063904793,0.13257798770771678,0.0021187529313311526,4393.0,13.0
6h,Weather,per_domain,venn_abers,brier,0.13415338160151485,0.13257798770771678,0.0015753938937980716,4393.0,13.0
6h,Weather,per_domain,raw,ece,0.059965854768950555,0.059965854768950555,0.0,4393.0,13.0
6h,Weather,per_domain,platt,ece,0.05598719642061967,0.059965854768950555,-0.003978658348330888,4393.0,13.0
6h,Weather,per_domain,isotonic,ece,0.05342001663865325,0.059965854768950555,-0.006545838130297306,4393.0,13.0
6h,Weather,per_domain,binning10,ece,0.05201196587224444,0.059965854768950555,-0.007953888896706118,4393.0,13.0
6h,Weather,per_domain,venn_abers,ece,0.056471325643945434,0.059965854768950555,-0.0034945291250051205,4393.0,13.0
6h,Weather,per_domain,raw,log_loss,0.4163324686666234,0.4163324686666234,0.0,4393.0,13.0
6h,Weather,per_domain,platt,log_loss,0.41523510464925467,0.4163324686666234,-0.0010973640173687071,4393.0,13.0
6h,Weather,per_domain,isotonic,log_loss,0.42428670431676135,0.4163324686666234,0.007954235650137975,4393.0,13.0
6h,Weather,per_domain,binning10,log_loss,0.4234410857824396,0.4163324686666234,0.007108617115816229,4393.0,13.0
6h,Weather,per_domain,venn_abers,log_loss,0.41945561301731943,0.4163324686666234,0.00312314435069605,4393.0,13.0
6h,ALL,pooled,raw,brier,0.1749521753515302,0.1749521753515302,0.0,48360.0,13.0
6h,ALL,pooled,platt,brier,0.17498564820018891,0.1749521753515302,3.347284865870548e-05,48360.0,13.0
6h,ALL,pooled,isotonic,brier,0.17543520487852096,0.1749521753515302,0.0004830295269907525,48360.0,13.0
6h,ALL,pooled,binning10,brier,0.1761676916083294,0.1749521753515302,0.0012155162567991928,48360.0,13.0
6h,ALL,pooled,venn_abers,brier,0.17539937291525215,0.1749521753515302,0.00044719756372194053,48360.0,13.0
6h,ALL,pooled,raw,ece,0.020925971877584725,0.020925971877584725,0.0,48360.0,13.0
6h,ALL,pooled,platt,ece,0.02042957641926051,0.020925971877584725,-0.0004963954583242156,48360.0,13.0
6h,ALL,pooled,isotonic,ece,0.021739945739708604,0.020925971877584725,0.0008139738621238783,48360.0,13.0
6h,ALL,pooled,binning10,ece,0.02089591813961714,0.020925971877584725,-3.005373796758498e-05,48360.0,13.0
6h,ALL,pooled,venn_abers,ece,0.022653084943948756,0.020925971877584725,0.0017271130663640312,48360.0,13.0
6h,ALL,pooled,raw,log_loss,0.5244329610151738,0.5244329610151738,0.0,48360.0,13.0
6h,ALL,pooled,platt,log_loss,0.5246656055751683,0.5244329610151738,0.0002326445599944993,48360.0,13.0
6h,ALL,pooled,isotonic,log_loss,0.5260544919020913,0.5244329610151738,0.0016215308869175216,48360.0,13.0
6h,ALL,pooled,binning10,log_loss,0.5280609239618006,0.5244329610151738,0.003627962946626817,48360.0,13.0
6h,ALL,pooled,venn_abers,log_loss,0.5258483931431305,0.5244329610151738,0.001415432127956695,48360.0,13.0
6h,Crypto,pooled,raw,brier,0.1659665081521739,0.1659665081521739,0.0,8832.0,7.0
6h,Crypto,pooled,platt,brier,0.16646207189048498,0.1659665081521739,0.0004955637383110834,8832.0,7.0
6h,Crypto,pooled,isotonic,brier,0.16692820009397927,0.1659665081521739,0.0009616919418053704,8832.0,7.0
6h,Crypto,pooled,binning10,brier,0.167547413545842,0.1659665081521739,0.0015809053936680917,8832.0,7.0
6h,Crypto,pooled,venn_abers,brier,0.16688049282210948,0.1659665081521739,0.0009139846699355858,8832.0,7.0
6h,Crypto,pooled,raw,ece,0.03855525362318835,0.03855525362318835,0.0,8832.0,7.0
6h,Crypto,pooled,platt,ece,0.04255932000638484,0.03855525362318835,0.004004066383196489,8832.0,7.0
6h,Crypto,pooled,isotonic,ece,0.042127152623718175,0.03855525362318835,0.0035718990005298226,8832.0,7.0
6h,Crypto,pooled,binning10,ece,0.04260084371113642,0.03855525362318835,0.004045590087948067,8832.0,7.0
6h,Crypto,pooled,venn_abers,ece,0.041922560284798724,0.03855525362318835,0.003367306661610371,8832.0,7.0
6h,Crypto,pooled,raw,log_loss,0.5080408006327864,0.5080408006327864,0.0,8832.0,7.0
6h,Crypto,pooled,platt,log_loss,0.5090590559092023,0.5080408006327864,0.0010182552764158581,8832.0,7.0
6h,Crypto,pooled,isotonic,log_loss,0.5101879926935968,0.5080408006327864,0.0021471920608103767,8832.0,7.0
6h,Crypto,pooled,binning10,log_loss,0.5118523451680649,0.5080408006327864,0.0038115445352784327,8832.0,7.0
6h,Crypto,pooled,venn_abers,log_loss,0.5099645785829005,0.5080408006327864,0.0019237779501140029,8832.0,7.0
6h,Entertainment,pooled,raw,brier,0.12343716247139584,0.12343716247139584,0.0,2185.0,11.0
6h,Entertainment,pooled,platt,brier,0.12346905595898562,0.12343716247139584,3.189348758977917e-05,2185.0,11.0
6h,Entertainment,pooled,isotonic,brier,0.12364763004326536,0.12343716247139584,0.00021046757186951592,2185.0,11.0
6h,Entertainment,pooled,binning10,brier,0.1242221226644847,0.12343716247139584,0.0007849601930888517,2185.0,11.0
6h,Entertainment,pooled,venn_abers,brier,0.12370493032315572,0.12343716247139584,0.00026776785175987305,2185.0,11.0
6h,Entertainment,pooled,raw,ece,0.05756819232547383,0.05756819232547383,0.0,2163.0,8.0
6h,Entertainment,pooled,platt,ece,0.058541896571205426,0.05756819232547383,0.0009737042457315936,2163.0,8.0
6h,Entertainment,pooled,isotonic,ece,0.0555406690881271,0.05756819232547383,-0.002027523237346736,2163.0,8.0
6h,Entertainment,pooled,binning10,ece,0.05511777243733508,0.05756819232547383,-0.0024504198881387523,2163.0,8.0
6h,Entertainment,pooled,venn_abers,ece,0.05630924301646891,0.05756819232547383,-0.0012589493090049211,2163.0,8.0
6h,Entertainment,pooled,raw,log_loss,0.3973481398097065,0.3973481398097065,0.0,2185.0,11.0
6h,Entertainment,pooled,platt,log_loss,0.39829718507582795,0.3973481398097065,0.0009490452661214399,2185.0,11.0
6h,Entertainment,pooled,isotonic,log_loss,0.39858108252914093,0.3973481398097065,0.0012329427194344156,2185.0,11.0
6h,Entertainment,pooled,binning10,log_loss,0.40165511025972195,0.3973481398097065,0.004306970450015435,2185.0,11.0
6h,Entertainment,pooled,venn_abers,log_loss,0.3988976200698488,0.3973481398097065,0.0015494802601422886,2185.0,11.0
6h,Finance,pooled,raw,brier,0.16437216567441265,0.16437216567441265,0.0,15621.0,13.0
6h,Finance,pooled,platt,brier,0.1642856212734939,0.16437216567441265,-8.654440091876436e-05,15621.0,13.0
6h,Finance,pooled,isotonic,brier,0.16476914871121767,0.16437216567441265,0.0003969830368050209,15621.0,13.0
6h,Finance,pooled,binning10,brier,0.16539592691039948,0.16437216567441265,0.0010237612359868253,15621.0,13.0
6h,Finance,pooled,venn_abers,brier,0.1646414500753668,0.16437216567441265,0.0002692844009541395,15621.0,13.0
6h,Finance,pooled,raw,ece,0.03833557390692013,0.03833557390692013,0.0,15621.0,13.0
